Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
1117,2019-01-01 13:37:31,4998109455173950,"fraud_Schaefer, Fay and Hilll",0,59.29,Mary,Pruitt,0,2819 Luke Greens Suite 563,Kansas City,MO,64114,38.9621,-94.5959,545147,Counsellor,1987-11-18,859082,1325425051,39.523141,-94.450871,0
1118,2019-01-01 13:37:38,4500002361389,fraud_Jakubowski Inc,6,48.73,Joseph,Nixon,1,86882 Desiree Camp Suite 047,Tyaskin,MD,21865,38.2833,-75.8465,470,Music tutor,1965-04-07,389559,1325425058,37.440633,-75.425462,0
1119,2019-01-01 13:37:40,4505383113689,fraud_Schuppe-Schuppe,1,130.77,Alicia,Hawkins,0,507 John Overpass Suite 424,Harwood,MD,20776,38.8582,-76.6145,3289,Quantity surveyor,1933-03-15,1078995,1325425060,39.545984,-77.60544399999999,0
1120,2019-01-01 13:37:48,38295635583927,fraud_Greenholt Ltd,5,5.49,Candice,Brown,0,9412 Harris Mews,O Brien,TX,79539,33.3749,-99.8473,178,Warden/ranger,1983-06-14,419745,1325425068,32.644302,-100.835042,0
1121,2019-01-01 13:38:14,3511378610369890,"fraud_Hettinger, McCullough and Fay",6,20.86,James,Cooper,1,663 Ramirez Trace Apt. 951,Huntsville,AL,35811,34.7789,-86.5438,190178,Television production assistant,1973-04-01,1118844,1325425094,35.446121000000005,-86.300781,0
1122,2019-01-01 13:38:43,6011552879910390,"fraud_Walter, Hettinger and Kessler",10,71.32,Robert,Long,1,529 Joshua Knoll Apt. 511,Lonetree,WY,82936,41.0552,-110.1603,49,Research scientist (physical sciences),1981-07-05,1198789,1325425123,41.893217,-109.472759,0
1123,2019-01-01 13:39:20,571465035400,"fraud_Berge, Kautzer and Harris",10,73.32,Louis,Fisher,1,45654 Hess Rest,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Freight forwarder,1976-02-26,1261302,1325425160,43.363922,-108.455356,0
1124,2019-01-01 13:40:29,4988304376504,"fraud_Crist, Jakubowski and Littel",6,92.5,William,Thompson,1,977 Rita Grove Apt. 000,Rock Tavern,NY,12575,41.4575,-74.1659,2258,Building surveyor,1937-03-17,515465,1325425229,41.206501,-74.254239,0
1125,2019-01-01 13:41:25,4642894980163,"fraud_Schneider, Hayes and Nikolaus",1,6.98,Eddie,Mendez,1,1831 Faith View Suite 653,Clarinda,IA,51632,40.7491,-95.038,7297,IT trainer,1990-07-13,225292,1325425285,40.824327,-95.067308,0
1126,2019-01-01 13:42:15,2712209726293386,fraud_Gleason-Macejkovic,11,23.25,Jenna,Brooks,0,50872 Alex Plain Suite 088,Baton Rouge,LA,70808,30.4066,-91.1468,378909,"Designer, furniture",1977-02-22,277093,1325425335,30.171034,-91.212565,0
1127,2019-01-01 13:43:03,5501083170975659,fraud_Gottlieb-Hansen,10,11.51,Wayne,Payne,1,587 Bradley Inlet Suite 281,Cuyahoga Falls,OH,44223,41.1464,-81.5107,47772,Equities trader,1966-01-04,169739,1325425383,40.160721,-82.12512,0
1128,2019-01-01 13:43:24,3501942333500073,fraud_Bechtelar-Rippin,1,34.69,Lori,Bishop,0,08056 Alvarado Club Suite 699,Phoenix,AZ,85086,33.8155,-112.1202,1312922,Counselling psychologist,1999-11-30,630790,1325425404,32.855971999999994,-111.598629,0
1129,2019-01-01 13:43:35,376445266762684,fraud_Hermann-Gaylord,9,7.28,Rachel,Lowe,0,372 Jeffrey Course,Sutherland,NE,69165,41.1558,-101.136,1789,Insurance broker,1982-02-11,774723,1325425415,40.219185,-100.170155,0
1130,2019-01-01 13:43:54,36581538659449,fraud_Hamill-D'Amore,5,36.35,Brandon,Bridges,1,957 Miller Falls,Apison,TN,37302,35.0149,-85.0164,3730,Occupational therapist,1991-01-28,561583,1325425434,34.661292,-85.668464,0
1131,2019-01-01 13:44:51,4457732997086323466,fraud_Swift PLC,7,52.41,Stanley,Mayo,1,3433 Jones Branch,Fiddletown,CA,95629,38.5234,-120.6763,832,Immigration officer,1987-05-19,549316,1325425491,38.341426,-121.134742,0
1132,2019-01-01 13:45:06,676372984911,"fraud_Cronin, Kshlerin and Weber",5,74.89,Vicki,Mendoza,0,3645 Atkins Island Apt. 238,Esbon,KS,66941,39.7562,-98.4462,242,Tourism officer,1987-07-18,1190686,1325425506,39.427808,-99.434028,0
1133,2019-01-01 13:45:15,2285066385084291,"fraud_Romaguera, Wehner and Tromp",7,68.81,Richard,Brown,1,17819 Jose Mount Suite 657,Heidelberg,MS,39439,31.882,-88.9981,4573,"Exhibitions officer, museum/gallery",1988-02-15,363259,1325425515,32.134367,-89.245261,0
1134,2019-01-01 13:45:23,3553629419254918,fraud_Howe Ltd,9,8.52,Sharon,Johnson,0,7202 Jeffrey Mills,Conway,WA,98238,48.34,-122.3456,85,"Research officer, political party",1984-09-01,286653,1325425523,48.901439,-122.236121,0
1135,2019-01-01 13:46:05,3538520143479972,"fraud_Walter, Hettinger and Kessler",10,6.61,Cassandra,Nunez,0,9572 Austin Forge Suite 612,Clay Center,OH,43408,41.5686,-83.3632,269,Insurance underwriter,1965-09-15,514126,1325425565,41.738485,-82.915253,0
1136,2019-01-01 13:46:09,378904938837132,"fraud_Feil, Hilpert and Koss",1,9.84,Tina,Zimmerman,0,3595 Susan Island Suite 063,Thomas,OK,73669,35.7382,-98.7388,1675,Barrister,1986-05-01,77302,1325425569,35.398762,-98.105401,0
1137,2019-01-01 13:46:14,30235268718158,"fraud_Romaguera, Wehner and Tromp",7,69.36,Kenneth,Doyle,1,8614 Reed Glen,West Harrison,NY,10604,41.0592,-73.7395,11250,Lexicographer,1977-08-16,431175,1325425574,40.360232,-73.9961,0
1138,2019-01-01 13:46:20,4099707841315751,fraud_Thiel PLC,9,3.61,James,Stephens,1,1166 Castillo Mountains,Ruckersville,VA,22968,38.2586,-78.4074,9815,"Designer, ceramics/pottery",1975-07-07,1221799,1325425580,39.100849,-77.517379,0
1139,2019-01-01 13:46:31,4908846471916297,fraud_White and Sons,6,14.13,Lauren,Torres,0,03030 White Lakes,Grandview,TX,76050,32.2779,-97.2351,5875,"Radiographer, therapeutic",1992-07-24,620124,1325425591,32.552715,-96.680191,0
1140,2019-01-01 13:47:04,342035762534413,"fraud_Mueller, Gerhold and Mueller",5,25.45,Jennifer,Carrillo,0,334 Adam Mountains Apt. 868,Manquin,VA,23106,37.7184,-77.186,976,"Engineer, automotive",1999-06-19,717131,1325425624,37.143497,-76.86901800000001,0
1141,2019-01-01 13:47:38,4755696071492,fraud_Botsford and Sons,6,94.79,Robert,Evans,1,01892 Patricia Vista Apt. 828,Sachse,TX,75048,32.9643,-96.6012,20328,Site engineer,1985-06-20,701702,1325425658,33.034588,-96.361446,0
1142,2019-01-01 13:47:51,4335531783520911,fraud_Kris-Padberg,12,66.21,Amy,Daugherty,0,852 Thomas Well Suite 339,Owensville,MO,65066,38.3511,-91.4867,6703,Naval architect,1998-05-20,897111,1325425671,39.005932,-91.649172,0
1143,2019-01-01 13:48:43,573860193545,fraud_Kutch-Ferry,6,18.48,Cristian,Jones,1,0423 Kirby Field Suite 623,Wilmette,IL,60091,42.0765,-87.7246,27020,Trade mark attorney,1986-07-23,1146369,1325425723,41.266062,-86.82675,0
1144,2019-01-01 13:49:05,4512828414983801773,"fraud_Yost, Schamberger and Windler",7,65.96,Monica,Cohen,0,864 Reynolds Plains,Uledi,PA,15484,39.8936,-79.7856,328,Tree surgeon,1983-07-25,635945,1325425745,40.600949,-79.847831,0
1145,2019-01-01 13:49:17,6506982560413523,fraud_Abbott-Steuber,10,30.11,Alice,Kemp,0,057 Martinez Radial,Texarkana,AR,71854,33.431,-93.8765,36438,Surgeon,1985-04-15,677964,1325425757,32.645423,-93.828214,0
1146,2019-01-01 13:50:06,2283743876903625,"fraud_Mosciski, Gislason and Mertz",4,67.58,Shannon,Williams,0,9345 Spencer Junctions Suite 183,Alpharetta,GA,30009,34.077,-84.3033,165556,Prison officer,1997-12-27,261108,1325425806,33.632971999999995,-84.58295799999999,0
1147,2019-01-01 13:50:34,213157767990030,fraud_Kirlin and Sons,10,51.74,Tara,Campbell,0,05050 Rogers Well Apt. 439,Rock Springs,WY,82901,41.606,-109.23,27971,Music therapist,1984-08-01,445038,1325425834,41.533669,-109.867285,0
1148,2019-01-01 13:51:05,4379260813815979609,fraud_Bednar PLC,7,31.98,Thomas,Jenkins,1,93914 Gregory Via,Oakland,CA,94619,37.7878,-122.1884,381459,Barista,1974-01-03,961637,1325425865,38.245863,-122.579289,0
1149,2019-01-01 13:51:23,3513618443244549,fraud_Botsford PLC,6,19.16,Amber,Perez,0,954 Reyes Ways,Fulton,SD,57340,43.7588,-97.8712,355,Financial adviser,1955-06-26,1079817,1325425883,43.279945,-97.213833,0
1150,2019-01-01 13:52:01,3573030041201292,"fraud_Weimann, Kuhic and Beahan",12,13.02,Joanne,Williams,0,3638 Marsh Union,Altonah,UT,84002,40.3207,-110.436,302,"Sales professional, IT",1990-01-17,712361,1325425921,39.832089,-110.077562,0
1151,2019-01-01 13:52:50,573860193545,fraud_Bins-Howell,10,87.91,Cristian,Jones,1,0423 Kirby Field Suite 623,Wilmette,IL,60091,42.0765,-87.7246,27020,Trade mark attorney,1986-07-23,248640,1325425970,41.188091,-86.776543,0
1152,2019-01-01 13:53:24,3527536963490470,fraud_Dooley Inc,12,8.82,Teresa,Stein,0,2838 White Fields Apt. 473,Brunson,SC,29911,32.9413,-81.1807,1725,Social researcher,1974-12-05,184694,1325426004,33.240731,-81.540547,0
1153,2019-01-01 13:54:09,3591919803438423,fraud_Schumm PLC,5,68.01,Brian,Williams,1,32941 Krystal Mill Apt. 552,Titusville,FL,32780,28.5697,-80.8191,54767,Set designer,1987-07-25,1288929,1325426049,28.016274,-81.412421,0
1154,2019-01-01 13:55:03,6011948324228984,"fraud_Runolfsdottir, Mueller and Hand",0,7.18,Mckenzie,Brooks,0,3872 Matthew Skyway,Paris,MS,38949,34.1992,-89.382,297,"Administrator, local government",1961-12-14,588234,1325426103,33.461896,-89.68803299999999,0
1155,2019-01-01 13:55:11,3568736585751727,fraud_Kuphal-Toy,1,53.57,Thomas,Cross,1,7566 Thompson Creek Apt. 827,Elkhart,IA,50073,41.8114,-93.4855,1195,Trading standards officer,1974-03-13,484998,1325426111,42.148886,-93.448887,0
1156,2019-01-01 13:55:38,630424987505,fraud_Bahringer-Streich,1,8.74,Jennifer,Black,0,2870 Bean Terrace Apt. 756,Thomas,WV,26292,39.1505,-79.503,836,Forensic psychologist,1981-08-29,1185392,1325426138,38.708417,-80.18898100000001,0
1157,2019-01-01 13:57:13,630469040731,"fraud_Wuckert, Wintheiser and Friesen",6,3.12,Meredith,Ayala,0,7107 Henderson Station,Cascade Locks,OR,97014,45.67100000000001,-121.8686,1288,Barrister,1936-05-01,29259,1325426233,44.862493,-121.787626,0
1158,2019-01-01 13:57:31,4601636330889,fraud_Crona and Sons,7,23.45,Mark,Rivera,1,383 Contreras Hills Suite 658,Humble,TX,77338,30.0041,-95.2825,194500,Tax adviser,1990-12-18,1222025,1325426251,30.489038,-95.966593,0
1159,2019-01-01 13:58:27,676245600876,"fraud_Metz, Russel and Metz",7,28.26,Ashley,Blanchard,0,292 Lowe Dam Suite 858,West Palm Beach,FL,33417,26.7197,-80.1248,459921,Historic buildings inspector/conservation officer,1960-06-14,592216,1325426307,27.53811,-79.436918,0
1160,2019-01-01 13:58:28,4683638447911,fraud_Abshire PLC,0,61.87,Daniel,Boyd,1,8925 Nicholas Points,Egan,LA,70531,30.251,-92.5002,1261,Broadcast presenter,1972-07-01,1088987,1325426308,30.125475,-93.008965,0
1161,2019-01-01 13:58:36,36485887555770,fraud_Prosacco LLC,10,7.91,Michael,Gross,1,230 Ryan Tunnel Apt. 025,Fulton,OH,43321,40.4971,-82.8342,267,Facilities manager,2005-01-29,133479,1325426316,41.474397,-82.745311,0
1162,2019-01-01 13:59:15,4605902936394,fraud_Fritsch and Sons,5,49.91,Vincent,Mueller,1,79019 Taylor Cliffs,Dallas,TX,75238,32.876999999999995,-96.708,1263321,Drilling engineer,1959-06-28,939839,1325426355,32.459602000000004,-96.527023,0
1163,2019-01-01 13:59:58,30328384440870,fraud_Gibson-Deckow,0,41.88,Helen,Campbell,0,182 Sergio Summit Apt. 129,Browning,MO,64630,40.029,-93.1607,602,Cytogeneticist,1954-07-14,327179,1325426398,39.347491,-92.210216,0
1164,2019-01-01 14:00:28,2264937662466770,"fraud_Boehm, Block and Jakubowski",9,8.55,Juan,Sherman,1,5939 Garcia Forges Suite 297,San Antonio,TX,78214,29.3641,-98.4924,1595797,Land,1995-10-17,484932,1325426428,30.340717,-98.195378,0
1165,2019-01-01 14:00:35,4904681492230012,"fraud_Hartmann, Rowe and Hermann",13,4.54,Lisa,Lowe,0,574 David Locks Suite 207,Cottekill,NY,12419,41.8467,-74.1038,722,Comptroller,1990-10-19,1001491,1325426435,42.544016,-73.77305,0
1166,2019-01-01 14:00:39,30364087349027,"fraud_McDermott, Osinski and Morar",6,21.15,Samuel,Sandoval,1,0005 Morrison Land,Mounds,OK,74047,35.8896,-96.0887,7163,Fitness centre manager,1982-02-05,934317,1325426439,36.078074,-96.665135,0
1167,2019-01-01 14:01:04,4939976756738216,fraud_Frami Group,0,98.12,Michelle,Johnston,0,3531 Hamilton Highway,Roma,TX,78584,26.4215,-99.0025,18128,IT trainer,1990-11-07,131301,1325426464,25.754734,-99.904811,0
1168,2019-01-01 14:02:32,180084576295055,fraud_Schiller Ltd,10,4.98,David,Kirby,1,133 Alyssa Plains,Lolita,TX,77971,28.7724,-96.4793,911,Archaeologist,1970-01-18,410076,1325426552,27.931096000000004,-97.050618,0
1169,2019-01-01 14:02:55,630451534402,fraud_Friesen Inc,12,4.12,Rachel,Daniels,0,561 Little Plain Apt. 738,Wetmore,MI,49895,46.3535,-86.6345,765,Immunologist,1972-06-12,726903,1325426575,45.810611,-87.424328,0
1170,2019-01-01 14:03:23,30273037698427,fraud_Stark-Batz,0,75.65,Andrew,Patterson,1,06959 Stephen Branch Suite 246,Thida,AR,72165,35.5762,-91.4539,111,Careers information officer,2000-06-13,160878,1325426603,34.652594,-92.264138,0
1171,2019-01-01 14:04:13,676372984911,fraud_Waelchi-Wolf,7,27.55,Vicki,Mendoza,0,3645 Atkins Island Apt. 238,Esbon,KS,66941,39.7562,-98.4462,242,Tourism officer,1987-07-18,783784,1325426653,39.225113,-99.266616,0
1172,2019-01-01 14:05:20,343668971234893,fraud_Feil-Morar,5,5.65,Sally,Moore,0,835 Reese Views Suite 884,Hopkins,SC,29061,33.9349,-80.8449,13717,Chiropodist,1949-11-16,1058174,1325426720,34.057661,-80.412927,0
1173,2019-01-01 14:05:23,4067137330196900,fraud_Herman Inc,9,1.9,Christina,Eaton,0,3256 Brooks Field,Eldridge,AL,35554,33.9315,-87.6194,1186,Politician's assistant,1986-11-12,516074,1325426723,34.079696000000006,-88.547629,0
1174,2019-01-01 14:05:38,38295635583927,"fraud_Towne, Greenholt and Koepp",11,3.07,Candice,Brown,0,9412 Harris Mews,O Brien,TX,79539,33.3749,-99.8473,178,Warden/ranger,1983-06-14,471558,1325426738,32.435754,-100.121905,0
1175,2019-01-01 14:06:26,3589255887819806,fraud_Dare-Marvin,0,91.81,David,Miller,1,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,1984-02-14,424077,1325426786,40.692073,-79.075941,0
1176,2019-01-01 14:06:31,4102003771126577611,"fraud_Stanton, Jakubowski and Baumbach",11,5.73,William,Fitzgerald,1,715 Courtney Pike Suite 932,Keller,TX,76248,32.9276,-97.2489,95035,Probation officer,1987-06-13,870973,1325426791,32.156905,-97.237175,0
1177,2019-01-01 14:07:06,3583793405872580,fraud_Torphy-Kertzmann,5,41.95,Beth,Lambert,0,6447 Johnson Estates Apt. 986,Roosevelt,OK,73564,34.847,-98.9836,551,Amenity horticulturist,1970-09-27,598486,1325426826,35.77365,-99.595348,0
1178,2019-01-01 14:07:13,4191109180926792,"fraud_McCullough, Hudson and Schuster",1,64.83,Jennifer,Spencer,0,477 Wheeler Burg,Amanda,OH,43102,39.6251,-82.7552,4512,Farm manager,1992-10-03,637577,1325426833,40.574729,-81.907066,0
1179,2019-01-01 14:07:51,4509142395811241,fraud_Baumbach Ltd,10,192.65,Margaret,Williams,0,165 Jerry Meadows Suite 460,Surrency,GA,31563,31.6489,-82.1982,1324,"Engineer, technical sales",1926-07-12,966878,1325426871,32.146968,-83.182569,0
1180,2019-01-01 14:08:47,30501624614310,"fraud_Yost, Schamberger and Windler",7,73.93,Amanda,Smith,0,180 Graves Shore,Scotia,SC,29939,32.6786,-81.2455,302,Magazine features editor,1973-05-04,973716,1325426927,32.457907,-81.348673,0
1181,2019-01-01 14:09:41,6526777409109795,"fraud_Schiller, Blanda and Johnson",6,26.07,Michael,Garner,1,0157 Samuel Mission Suite 379,South Richmond Hill,NY,11419,40.6868,-73.82300000000001,47211,Site engineer,1937-02-01,266971,1325426981,41.66407,-74.126579,0
1182,2019-01-01 14:10:04,213161293389774,fraud_Jakubowski Inc,6,34.89,Catherine,Weber,0,74890 Rodriguez Springs Apt. 540,West Henrietta,NY,14586,43.0397,-77.6871,10256,"Teacher, primary school",1968-06-24,673836,1325427004,42.292897,-77.361544,0
1183,2019-01-01 14:11:41,584673555952,fraud_Cartwright PLC,7,14.69,Jessica,Jordan,0,071 Wise Trace,Coleharbor,ND,58531,47.5196,-101.2332,307,Make,1930-08-13,452221,1325427101,47.938229,-102.081699,0
1184,2019-01-01 14:11:55,676309913934,"fraud_Crist, Jakubowski and Littel",6,16.4,Robert,Martinez,1,3683 Parrish Circles,Pueblo,CO,81005,38.2352,-104.66,151815,Further education lecturer,1988-01-04,717368,1325427115,38.618105,-104.424666,0
1185,2019-01-01 14:12:15,3541160328600277,fraud_Kerluke PLC,8,45.69,Jason,Singh,1,4720 Anna Ways,Murrayville,IL,62668,39.5723,-90.2379,1512,Commercial/residential surveyor,2003-05-07,595659,1325427135,40.402416,-89.836153,0
1186,2019-01-01 14:13:13,3543299015720986,fraud_Kub-Heaney,5,10.85,Angela,White,0,137 Adam Dale,Lebanon,VA,24266,36.8809,-82.0956,9521,"Teacher, English as a foreign language",1977-10-19,683440,1325427193,35.977974,-82.742254,0
1187,2019-01-01 14:13:16,3595192916105588,fraud_Medhurst PLC,11,2.62,Dustin,Roberts,1,3283 James Station,Fayetteville,NC,28314,35.0583,-79.008,238602,"Scientist, research (maths)",1993-05-14,664059,1325427196,34.759843,-78.54651899999999,0
1188,2019-01-01 14:13:20,6011381817520024,fraud_Flatley Group,9,6.76,Kristen,Allen,0,8619 Lisa Manors Apt. 871,Lagrange,WY,82221,41.6423,-104.1974,635,Product/process development scientist,1973-07-13,896463,1325427200,41.682194,-103.776368,0
1189,2019-01-01 14:13:22,4996263498048679,fraud_Pouros-Conroy,12,3.21,Kendra,King,0,154 Hernandez Keys,Smith River,CA,95567,41.9404,-124.1587,1930,Web designer,1983-06-13,316549,1325427202,41.661267,-124.920007,0
1190,2019-01-01 14:13:37,6544734391390261,fraud_Beier-Hyatt,12,5.18,John,Myers,1,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,1982-02-08,941492,1325427217,40.99785,-87.39621700000001,0
1191,2019-01-01 14:13:46,375848982312810,fraud_Reilly LLC,6,41.46,Dale,Smith,1,25036 Contreras Turnpike Suite 270,Purmela,TX,76566,31.4841,-97.9903,258,Web designer,1943-12-15,305425,1325427226,31.480463,-97.990718,0
1192,2019-01-01 14:14:17,6547670341037171,fraud_Cruickshank-Mills,0,25.09,Bryce,Joseph,1,148 Baker Field,Chester Heights,PA,19017,39.8839,-75.4669,348,Management consultant,1945-05-05,834634,1325427257,40.457979,-74.977028,0
1193,2019-01-01 14:14:18,503874407318,"fraud_Runolfsdottir, Mueller and Hand",0,40.75,Andrew,Mcgee,1,4130 Tiffany Glen Apt. 562,San Antonio,TX,78248,29.5894,-98.5201,1595797,Exhibition designer,1975-12-28,634582,1325427258,29.165407,-98.012932,0
1194,2019-01-01 14:14:39,4642255475285942,"fraud_Altenwerth, Cartwright and Koss",11,9.62,Sabrina,Johnson,0,320 Nicholson Orchard,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",1987-04-23,1106072,1325427279,38.044566,-108.863626,0
1195,2019-01-01 14:14:45,6538441737335434,fraud_McKenzie-Huels,1,1.57,Gina,Grimes,0,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1997-09-22,1156648,1325427285,40.811879,-80.44414499999999,0
1196,2019-01-01 14:15:19,30230540139182,"fraud_Effertz, Welch and Schowalter",0,67.86,Hayden,Sanders,1,8465 Reed Green Suite 559,Montandon,PA,17850,40.9661,-76.8575,645,Orthoptist,1974-05-18,852551,1325427319,40.949038,-76.169227,0
1197,2019-01-01 14:15:24,180065479077096,fraud_Schoen-Quigley,7,316.87,Krystal,Gamble,0,47152 Clayton Burg,Manchester,MD,21102,39.6747,-76.8941,11751,Clinical research associate,1964-02-15,1293583,1325427324,39.41799,-76.588835,0
1198,2019-01-01 14:15:26,3560318482131952,fraud_Champlin-Casper,6,79.52,William,Skinner,1,524 Wu Spurs Suite 894,Mount Hope,AL,35651,34.4793,-87.4769,1312,"Librarian, academic",1955-02-01,1196608,1325427326,33.596754,-88.219262,0
1199,2019-01-01 14:16:27,4792627764422477317,fraud_Bednar PLC,7,38.45,Margaret,Mendez,0,7952 Karen Pike,De Soto,KS,66018,38.9462,-94.9714,5760,Chief Executive Officer,1978-10-01,1004802,1325427387,39.099327,-94.332247,0
1200,2019-01-01 14:16:29,3590736522064285,"fraud_Klocko, Runolfsdottir and Breitenberg",5,14.89,Kimberly,Gonzalez,0,72966 Shannon Pass Apt. 391,Bauxite,AR,72011,34.5091,-92.4828,4074,"Scientist, audiological",1975-12-20,309290,1325427389,35.262174,-92.711158,0
1201,2019-01-01 14:16:55,3534330126107879,fraud_Ruecker-Mayert,7,47.61,Jeffrey,Smith,1,713 Scott Pike Apt. 712,Bridger,MT,59014,45.2857,-108.9082,1446,Chartered loss adjuster,1978-01-15,877831,1325427415,46.250381,-108.98283,0
1202,2019-01-01 14:16:58,3547560454237873,fraud_Abbott-Steuber,10,26.77,Jerry,Robinson,1,212 Mary Stream,Arcadia,MI,49613,44.5232,-86.2061,680,"Designer, jewellery",1966-12-21,1055970,1325427418,44.993378,-86.358253,0
1203,2019-01-01 14:17:26,3518234918950662,"fraud_Schroeder, Hauck and Treutel",0,93.89,Barbara,Lowe,0,67210 Lori Creek,Sherman,TX,75092,33.6372,-96.6184,46563,Systems developer,1970-09-11,831153,1325427446,33.694517,-97.46129,0
1204,2019-01-01 14:17:57,213157767990030,"fraud_Cormier, Stracke and Thiel",0,109.49,Tara,Campbell,0,05050 Rogers Well Apt. 439,Rock Springs,WY,82901,41.606,-109.23,27971,Music therapist,1984-08-01,250160,1325427477,41.983065,-109.921365,0
1205,2019-01-01 14:20:33,3551217896304745,"fraud_Reichert, Rowe and Mraz",11,304.13,Sara,Harris,0,597 Jenny Ford Apt. 543,Tupper Lake,NY,12986,44.232,-74.4905,6120,Chartered loss adjuster,1976-10-09,766049,1325427633,44.731871000000005,-75.115476,0
1206,2019-01-01 14:20:47,3585052663373890,fraud_Spencer PLC,0,75.88,Jeffery,Brown,1,296 Maria Street,West Eaton,NY,13484,42.8546,-75.6605,176,Science writer,1963-12-28,459102,1325427647,42.252244,-74.806457,0
1207,2019-01-01 14:21:24,30242921189660,fraud_Hamill-D'Amore,5,2.44,Dalton,Jones,1,3304 Hernandez Run,Afton,MI,49705,45.3637,-84.4695,937,Technical brewer,1958-04-06,1135879,1325427684,44.881515,-84.553353,0
1208,2019-01-01 14:22:33,4587657402165341815,fraud_Kuhn LLC,8,130.9,Amber,Lewis,0,6296 John Keys Suite 858,Pembroke Township,IL,60958,41.0646,-87.5917,2135,"Psychotherapist, child",2004-05-08,290178,1325427753,40.654588,-86.742835,0
1209,2019-01-01 14:22:44,3576431665303017,fraud_Lemke-Gutmann,11,3.49,Jessica,Ward,0,72269 Elizabeth Field Apt. 132,Phoenix,AZ,85020,33.5623,-112.0559,1312922,Contractor,1981-10-24,713643,1325427764,33.866541,-112.505892,0
1210,2019-01-01 14:22:57,5130484058948421,"fraud_Graham, Hegmann and Hammes",1,61.27,Ronald,White,1,25713 Hamilton Grove Apt. 903,Beaverdam,OH,45808,40.8314,-83.9758,349,Museum/gallery conservator,1978-12-25,843659,1325427777,41.563748,-84.146641,0
1211,2019-01-01 14:23:28,4640395708703,fraud_Reilly and Sons,5,96.86,Melissa,Krause,0,67632 Martin Gateway,Fordoche,LA,70732,30.6576,-91.6264,1178,Community education officer,1951-06-13,72624,1325427808,31.342593,-91.859509,0
1212,2019-01-01 14:24:18,6011999606625827,fraud_Stark-Koss,6,181.45,Ronald,Carson,1,870 Rocha Drive,Harrington Park,NJ,7640,40.9918,-73.98,4664,"Radiographer, diagnostic",1965-06-30,681698,1325427858,40.346241,-74.82965300000001,0
1213,2019-01-01 14:24:34,4451438912406400,fraud_O'Keefe-Wisoky,1,1.54,Cheryl,Morgan,0,7535 Amanda Manors Suite 293,Norman,AR,71960,34.4596,-93.6743,1383,Manufacturing engineer,1999-09-11,1042910,1325427874,34.77587,-93.120189,0
1214,2019-01-01 14:24:58,372246459334925,fraud_Daugherty LLC,7,84.46,Rick,Martinez,1,062 Poole Hollow Apt. 815,Deadwood,SD,57732,44.3566,-103.6999,1979,Multimedia programmer,1970-03-13,1060950,1325427898,43.732533,-103.251923,0
1215,2019-01-01 14:25:29,2248348993063230,"fraud_Larkin, Stracke and Greenfelder",0,60.93,Jennifer,Scott,0,376 John Fork Suite 848,Randolph,OH,44265,41.0109,-81.2977,51,Mechanical engineer,1960-08-05,118702,1325427929,41.743304,-80.52892299999999,0
1216,2019-01-01 14:25:35,4745996322265,fraud_Torp-Lemke,9,108.54,Carrie,Washington,0,6114 Adams Harbor Suite 096,Kingsford Heights,IN,46346,41.4802,-86.6919,1423,"Psychologist, forensic",1998-10-07,1212032,1325427935,42.30712,-87.621439,0
1217,2019-01-01 14:25:58,3543299015720986,"fraud_Denesik, Powlowski and Pouros",6,14.78,Angela,White,0,137 Adam Dale,Lebanon,VA,24266,36.8809,-82.0956,9521,"Teacher, English as a foreign language",1977-10-19,639858,1325427958,37.302767,-82.016898,0
1218,2019-01-01 14:26:45,2285066385084291,"fraud_Romaguera, Wehner and Tromp",7,32.16,Richard,Brown,1,17819 Jose Mount Suite 657,Heidelberg,MS,39439,31.882,-88.9981,4573,"Exhibitions officer, museum/gallery",1988-02-15,1202701,1325428005,32.327141,-88.224064,0
1219,2019-01-01 14:27:50,38580485618059,fraud_Rippin-VonRueden,5,1.75,Teresa,Clark,0,1323 Derek Mission,Noonan,ND,58765,48.8856,-103.0098,248,Industrial/product designer,1968-05-13,665255,1325428070,48.982491,-102.7219,0
1220,2019-01-01 14:27:55,377113842678100,fraud_Heller PLC,5,9.69,Billy,Gallagher,1,673 Delgado Burg,Greenwich,NJ,8323,39.4055,-75.3209,804,Insurance risk surveyor,1965-03-25,307974,1325428075,38.727083,-74.811774,0
1221,2019-01-01 14:28:08,180042946491150,fraud_Kris-Padberg,12,3.09,Charles,Robles,1,3337 Lisa Divide,Saint Petersburg,FL,33710,27.7898,-82.7243,341043,"Engineer, land",1989-02-28,479406,1325428088,27.080682,-83.316029,0
